name_en,name_ar,short_description_en,short_description_ar,description_en,description_ar,total_quantity,sku,price,expiry_alarm_before,brand_id,active,free_shipping,allow_review,slug,vendor_id,image_url,final_price
JBL JBLGO2BLK GO 2 Portable Bluetooth Speaker - Black,مكبر صوت محمول بتقنية البلوتوث جو 2 من جيه بي ال JBLGO2BLK - اسود,JBL JBLGO2BLK GO 2 Portable Bluetooth Speaker - Black,مكبر صوت محمول بتقنية البلوتوث جو 2 من جيه بي ال JBLGO2BLK - اسود,Brand: JBL<br>Manufacturer Number: JBLGO2BLK<br>Package thickness: 17.6 centimeters<br>Depth: 10.2 centimeters<br>Package weight in KGs: 420 grams<br>Height: 4.6 centimeters<br>Width: 11.4 centimeters<br>Number of Pieces: 1<br>Speaker Type: Bluetooth Speakers<br>Type: Bluetooth Speakers<br>Compatible with: All<br>Model Number: JBLGO2BLK<br>Microphone Included: <br>Shape: Square<br>UPC-A: 050036343459<br>Noise Cancelling: <br>Nominal Output: Less than 5 Watt<br>Expirable: <br>External Product ID Type: UPC-A<br>Package height: 6 centimeters<br>Package Width: 9 centimeters<br>External Product ID: 791393474065<br>Serial Scan Required: <br>Item EAN: 2724602597444<br>Port Type: Audio Jack & USB<br>Connectivity Technology: Wireless<br>Color: Black<br>Product weight: 0.18 kilogram<br>,الرقم المصنعي: JBLGO2BLK<br>حزمة سمك: 17.6 centimeters<br>وزن الحزمة: 420 grams<br>UPC-A: 050036343459<br>العلامة التجارية: جيه بي ال<br>عدد القطع: 1<br>نوع السماعات: سماعات بلوتوث<br>متوافق مع: كافة الاجهزة<br>رقم الموديل: JBLGO2BLK<br>يتضمن ميكروفون: <br>الشكل: مربع<br>عازل للضجيج: <br>القدرة الإنتاجية: اقل من 5 واط<br>نوع معرف المنتج الخارجي: UPC-A<br>معرف المنتج الخارجي: 791393474065<br>الرقم المميز للسلعة: 2724602597444<br>نوع المدخل: يو اس بي و مقبس صوت<br>طرق الاتصال: لاسلكي<br>اللون: اسود<br>وزن المنتج: 0.18 كيلوجرام<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,3165240011,760,30,728,1,0,1,JBL-JBLGO2BLK-GO-2-Portable-Bluetooth-Speaker-Black,1,/images/25944/item_XXL_33231593_126597167.jpg,760
TG113 Outdoor BT Portable Speaker Wireless Mini TF Card and USB Disk Loudspeaker Black,TG113 Outdoor BT Portable Speaker Wireless Mini TF Card and USB Disk Loudspeaker Black,TG113 Outdoor BT Portable Speaker Wireless Mini TF Card and USB Disk Loudspeaker Black,TG113 Outdoor BT Portable Speaker Wireless Mini TF Card and USB Disk Loudspeaker Black,Brand: Other<br>Package thickness: 18 centimeters<br>Package weight in KGs: 296 grams<br>Number of Pieces: 1<br>Speaker Type: Bluetooth Speakers<br>Compatible with: Multi<br>Model Number: TG113<br>Shape: Cylinder<br>Nominal Output: 5 - 10 Watt<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 8.4 centimeters<br>Package Width: 3 centimeters<br>External Product ID: 1545618420603<br>Serial Scan Required: <br>Item EAN: 2724709457054<br>Port Type: Wireless<br>Connectivity Technology: Wireless<br>Color: Black<br>Product weight: 1 kg<br>,حزمة سمك: 18 centimeters<br>وزن الحزمة: 296 grams<br>العلامة التجارية: اخرى<br>عدد القطع: 1<br>نوع السماعات: سماعات بلوتوث<br>متوافق مع: متعدد<br>رقم الموديل: TG113<br>الشكل: اسطواني<br>القدرة الإنتاجية: 5 - 10 واط<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 1545618420603<br>الرقم المميز للسلعة: 2724709457054<br>نوع المدخل: لاسلكي<br>طرق الاتصال: لاسلكي<br>اللون: اسود<br>وزن المنتج: 1 كغ<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,6059823085,88.49,30,9,1,0,1,TG113-Outdoor-BT-Portable-Speaker-Wireless-Mini-TF-and-USB-Disk-Loudspeaker-Black,1,/images/25948/item_XXL_42773799_d20eab6e72143.jpg,88.49
Kisonli USB speaker T-007,Kisonli USB Speaker T-007,Kisonli USB speaker T-007,Kisonli USB Speaker T-007,Brand: Kisonli<br>Manufacturer Number: 6970171740866<br>Package thickness: 18.6 centimeters<br>Package weight in KGs: 110 grams<br>Number of Pieces: 2<br>Speaker Type: Computer Speakers<br>Compatible with: PC & Mac<br>Model Number: T-007<br>Microphone Included: <br>Shape: Cube<br>Noise Cancelling: <br>Nominal Output: 10 - 20 Watt<br>Expirable: <br>External Product ID Type: Not Available<br>Package height: 2.4 centimeters<br>Package Width: 13 centimeters<br>External Product ID: 7<br>Serial Scan Required: <br>Item EAN: 2725499433211<br>Port Type: AUX<br>Connectivity Technology: Wired<br>Color: Gold<br>Product weight: 00<br>,الرقم المصنعي: 6970171740866<br>حزمة سمك: 18.6 centimeters<br>وزن الحزمة: 110 grams<br>العلامة التجارية: kisonli<br>عدد القطع: 2<br>نوع السماعات: سماعات الكمبيوتر<br>متوافق مع: بي سي و ماك<br>رقم الموديل: T-007<br>يتضمن ميكروفون: <br>الشكل: مكعب<br>عازل للضجيج: <br>القدرة الإنتاجية: 10 - 20 واط<br>نوع معرف المنتج الخارجي: غير متاح<br>معرف المنتج الخارجي: 7<br>الرقم المميز للسلعة: 2725499433211<br>نوع المدخل: ايه يو اكس<br>طرق الاتصال: سلكي<br>اللون: ذهبي<br>وزن المنتج: 00<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,7751135803,175,30,731,1,0,1,Kisonli-USB-speaker-T-007,1,/images/25949/item_XXL_121211605_ae1ade12aa7cd.jpg,175
Loa USB Kisonli T008A 2.0 - black,سماعه لي البي سي و الماك للقيمير بصوت نقي من كيسونلي لون اسود -T008A,Loa USB Kisonli T008A 2.0 - black,سماعه لي البي سي و الماك للقيمير بصوت نقي من كيسونلي لون اسود -T008A,Brand: KISONLI<br>Number of Pieces: 2<br>Speaker Type: Computer Speakers<br>Compatible with: PC & Mac<br>Model Number: T-008A<br>Shape: Square<br>Nominal Output: 5 - 10 Watt<br>External Product ID Type: EAN-13<br>External Product ID: 300125632261<br>Item EAN: 2724831048311<br>Port Type: Audio Jack & USB<br>Connectivity Technology: Wired<br>Color: Black<br>Product weight: 1 kg<br>,العلامة التجارية: كيسونلي<br>عدد القطع: 2<br>نوع السماعات: سماعات الكمبيوتر<br>متوافق مع: بي سي و ماك<br>رقم الموديل: T-008A<br>الشكل: مربع<br>القدرة الإنتاجية: 5 - 10 واط<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 300125632261<br>الرقم المميز للسلعة: 2724831048311<br>نوع المدخل: يو اس بي و مقبس صوت<br>طرق الاتصال: سلكي<br>اللون: اسود<br>وزن المنتج: 1 كغ<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,7912174369,190,30,731,1,0,1,Loa-USB-Kisonli-T008A-2-0-black,1,/images/25951/item_XXL_54585012_7903958c75b88.jpg,190
"dob S3500 Wireless Computer Speakers, Black",سماعات كمبيوتر لاسلكية من دوب S3500 - اسود,"dob S3500 Wireless Computer Speakers, Black",سماعات كمبيوتر لاسلكية من دوب S3500 - اسود,Brand: dob<br>Package thickness: 36.2 centimeters<br>Package weight in KGs: 2804 grams<br>Number of Pieces: 3<br>Speaker Type: Computer Speakers<br>Compatible with: All<br>Model Number: S 3500<br>Shape: Cube<br>Nominal Output: 10 - 20 Watt<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 20 centimeters<br>Package Width: 27.2 centimeters<br>External Product ID: 6932769552978<br>Serial Scan Required: <br>Item EAN: 2724704316103<br>Port Type: Wireless<br>Connectivity Technology: Wired/Wireless<br>Color: Black<br>Product weight: 2.5 kg<br>,"حزمة سمك: 36.2 centimeters<br>وزن الحزمة: 2804 grams<br>العلامة التجارية: دوب<br>عدد القطع: 3<br>نوع السماعات: سماعات الكمبيوتر<br>متوافق مع: كافة<br>رقم الموديل: s 3500<br>الشكل: مكعب<br>القدرة الإنتاجية: 10 
 20 واط<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 6932769552978<br>الرقم المميز للسلعة: 2724704316103<br>نوع المدخل: لاسلكي<br>طرق الاتصال: سلكي/لاسلكي<br>اللون: اسود<br>وزن المنتج: 2.5 كغ<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>",100,9331592583,862,30,325,1,0,1,dob-S3500-Wireless-Computer-Speakers-Black,1,/images/25954/item_XXL_42273878_76c7f521d3094.jpg,862
Dob S 450 B/T Bluetooth Speaker System - Black,نظام مكبر صوت بلوتوث من دوب S 450 B/T - اسود,Dob S 450 B/T Bluetooth Speaker System - Black,نظام مكبر صوت بلوتوث من دوب S 450 B/T - اسود,Brand: dob<br>Package thickness: 10 centimeters<br>Package weight in KGs: 350 grams<br>Number of Pieces: 1<br>Speaker Type: Bluetooth Speakers<br>Compatible with: Multi<br>Model Number: S 450 B/T<br>Shape: Round<br>EAN-13: 6806880861113<br>Nominal Output: Less than 5 Watt<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 6.8 centimeters<br>Package Width: 12.2 centimeters<br>External Product ID: 6806880861113<br>Serial Scan Required: <br>Item EAN: 2725107000729<br>Port Type: Multi<br>Connectivity Technology: Wired/Wireless<br>Color: Black<br>Product weight: 599 gm<br>,حزمة سمك: 10 centimeters<br>وزن الحزمة: 350 grams<br>EAN-13: 6806880861113<br>العلامة التجارية: دوب<br>عدد القطع: 1<br>نوع السماعات: سماعات بلوتوث<br>متوافق مع: متعدد<br>رقم الموديل: S 450 B/T<br>الشكل: دائري<br>القدرة الإنتاجية: اقل من 5 واط<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 6806880861113<br>الرقم المميز للسلعة: 2725107000729<br>نوع المدخل: متعدد<br>طرق الاتصال: سلكي/لاسلكي<br>اللون: اسود<br>وزن المنتج: 599 جم<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,4324859789,287.5,30,325,1,0,1,Dob-S-450-B-T-Bluetooth-Speaker-System-Black,1,/images/25955/item_XXL_82080259_0ceea24610229.jpg,287.5
"Dob X4 Plus Bluetooth Home Theater System, 8 inch - Brown and Black",نظام مسرح منزلي بلوتوث من دوب X4 Plus، 8 بوصة - بني واسود,"Dob X4 Plus Bluetooth Home Theater System, 8 inch - Brown and Black",نظام مسرح منزلي بلوتوث من دوب X4 Plus، 8 بوصة - بني واسود,Brand: Dob<br>Manufacturer Number: N/A<br>Package thickness: 35 centimeters<br>Number of Channels: 3<br>Package weight in KGs: 15000 grams<br>DVD player / recorder: Unavailable<br>Model Number: X4 Plus<br>EAN-13: 6932769553012<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 60 centimeters<br>Package Width: 40 centimeters<br>External Product ID: 6932769553012<br>Serial Scan Required: <br>Item EAN: 2725517074020<br>,الرقم المصنعي: N/A<br>حزمة سمك: 35 centimeters<br>عدد القنوات: 3<br>وزن الحزمة: 15000 grams<br>EAN-13: 6932769553012<br>العلامة التجارية: دوب<br>مشغل ومسجل دي في دي: غير متاح<br>رقم الموديل: X4 Plus<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 6932769553012<br>الرقم المميز للسلعة: 2725517074020<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,6564698528,3333,30,325,1,0,1,Dob-X4-Plus-Bluetooth-Home-Theater-System-8-inch-Brown-and-Black,1,/images/25957/item_XXL_122950112_67f0fb49f2b5b.jpg,3333
USB to PS2 Convertor Connector for Game Console - Blue,USB to PS2 Convertor Connector for Game Console - Blue,USB to PS2 Convertor Connector for Game Console - Blue,USB to PS2 Convertor Connector for Game Console - Blue,Brand: Other<br>Type: Adapters<br>Wireless LAN: <br>Compatible with: Game Consoles<br>Item EAN: 2724300449793<br>,الشبكة المحلية اللاسلكية: <br>العلامة التجارية: اخرى<br>النوع: محولات<br>متوافق مع: انظمة تشغيل العاب<br>الرقم المميز للسلعة: 2724300449793<br>,100,4070273930,50,30,9,1,0,1,USB-to-PS2-Convertor-Connector-for-Game-Console-Blue,1,/images/25961/item_XXL_8003450_7305870.jpg,50
TP-Link TL-WA850RE 300Mbps Universal WiFi Range Extender,تي بي لينك - موسع ومقوي مجال شبكة الواي فاي 300 ميجابايت/ ثانية موديل ‫( TL-WA850RE),TP-Link TL-WA850RE 300Mbps Universal WiFi Range Extender,تي بي لينك - موسع ومقوي مجال شبكة الواي فاي 300 ميجابايت/ ثانية موديل ‫( TL-WA850RE),Brand: TP-Link<br>Package thickness: 15.4 centimeters<br>Package weight in KGs: 186 grams<br>ADSL connection: <br>Wireless LAN: <br>Mac compatibility: <br>Alternative EANs: 2724274465966<br>Type: Wireless<br>EAN-13: 6935364070397<br>UPC-A: 6935364070397<br>Expirable: <br>Package height: 9 centimeters<br>Package Width: 12 centimeters<br>Serial Scan Required: <br>Item EAN: 2724285220158<br>,حزمة سمك: 15.4 centimeters<br>وزن الحزمة: 186 grams<br>اتصال ال ADSL: <br>الشبكة المحلية اللاسلكية: <br>ماك التوافق: <br>بديل EANs: 2724274465966<br>EAN-13: 6935364070397<br>UPC-A: 6935364070397<br>العلامة التجارية: تي بي لينك<br>نوع: لاسلكي<br>الرقم المميز للسلعة: 2724285220158<br>,100,7064906603,295.9,30,724,1,0,1,TP-Link-TL-WA850RE-300Mbps-Universal-WiFi-Range-Extender,1,/images/25962/item_XXL_6498275_3950512.jpg,295.9
TP-Link 16-Port 10 / 100Mbps Desktop Switch - TL-SF1016D,سويتش سطح المكتب 16 منفذ 10/100 ميجابت/ثانية من تي بي لينك,TP-Link 16-Port 10 / 100Mbps Desktop Switch - TL-SF1016D,سويتش سطح المكتب 16 منفذ 10/100 ميجابت/ثانية من تي بي لينك,Brand: TP-Link<br>Package thickness: 28.4 centimeters<br>Package weight in KGs: 698 grams<br>Wireless LAN: <br>Type: Fast Ethernet<br>EAN-13: 6935364020293<br>Expirable: <br>Package height: 6.8 centimeters<br>Package Width: 22.6 centimeters<br>Serial Scan Required: <br>Item EAN: 2724270402170<br>,حزمة سمك: 28.4 centimeters<br>وزن الحزمة: 698 grams<br>الشبكة المحلية اللاسلكية: <br>EAN-13: 6935364020293<br>العلامة التجارية: تي بي-لينك<br>نوع: ايثرنت سريع<br>الرقم المميز للسلعة: 2724270402170<br>,100,2593432182,379,30,724,1,0,1,TP-Link-16-Port-10-100Mbps-Desktop-Switch-TL-SF1016D,1,/images/25963/item_XXL_4827875_1457495.jpg,379
TP-link 450 Mbps Wireless N Access Point - TL-WA901ND,تي بي لينك TL-WA901ND نقطة وصول لاسلكي N 450 ميجابت/ثانية,TP-link 450 Mbps Wireless N Access Point - TL-WA901ND,تي بي لينك TL-WA901ND نقطة وصول لاسلكي N 450 ميجابت/ثانية,Brand: TP-Link<br>Package thickness: 37.2 centimeters<br>Package weight in KGs: 682 grams<br>ADSL connection: <br>Wireless LAN: <br>Mac compatibility: <br>Alternative EANs: 2724314999819<br>Type: Wireless<br>EAN-13: 6935364091729<br>UPC-A: 6935364052485<br>Expirable: <br>Package height: 7.4 centimeters<br>Package Width: 22.4 centimeters<br>Serial Scan Required: <br>Item EAN: 2724270246781<br>,حزمة سمك: 37.2 centimeters<br>وزن الحزمة: 682 grams<br>اتصال ال ADSL: <br>الشبكة المحلية اللاسلكية: <br>ماك التوافق: <br>بديل EANs: 2724314999819<br>EAN-13: 6935364091729<br>UPC-A: 6935364052485<br>العلامة التجارية: تي بي لينك<br>نوع: لاسلكي<br>الرقم المميز للسلعة: 2724270246781<br>,100,4290156753,511,30,724,1,0,1,TP-link-450-Mbps-Wireless-N-Access-Point-TL-WA901ND,1,/images/25966/item_XXL_4812386_4654957.jpg,511
Tp-link Tl-wn722n 150 Mbps High Gain Wireless Usb Adapter,محول يو اس بي  من تي بي لينك,Tp-link Tl-wn722n 150 Mbps High Gain Wireless Usb Adapter,محول يو اس بي  من تي بي لينك,Brand: TP-Link<br>Manufacturer Number: 2724270350761<br>Package thickness: 20.8 centimeters<br>Package weight in KGs: 230 grams<br>ADSL connection: <br>Wireless LAN: <br>Mac compatibility: <br>Type: Wireless<br>Host Interface: USB<br>EAN-13: 6935364050467<br>Package height: 4 centimeters<br>Package Width: 14.6 centimeters<br>Item EAN: 2724270350761<br>,الرقم المصنعي: 2724270350761<br>حزمة سمك: 20.8 centimeters<br>وزن الحزمة: 230 grams<br>اتصال المشترك الرقمي غير المتماثل: <br>الشبكة المحلية اللاسلكية: <br>ماك التوافق: <br>EAN-13: 6935364050467<br>العلامة التجارية: تي بي لينك<br>نوع: لاسلكي<br>واجهة الشبكة: يو اس بي<br>الرقم المميز للسلعة: 2724270350761<br>,100,2007163234,145.99,30,724,1,0,1,Tp-link-Tl-wn722n-150-Mbps-High-Gain-Wireless-Usb-Adapter,1,/images/25970/item_XXL_4822770_1451973.jpg,145.99
Tp-link Tl-wn725n 150mbps Wireless N Nano Usb Adapter,محول يو اس بي  من تي بي لينك,Tp-link Tl-wn725n 150mbps Wireless N Nano Usb Adapter,محول يو اس بي  من تي بي لينك,Brand: TP-Link<br>Package thickness: 14.8 centimeters<br>Package weight in KGs: 88 grams<br>ADSL connection: <br>Wireless LAN: <br>Mac compatibility: <br>Type: Wireless<br>Host Interface: USB<br>Expirable: <br>Package height: 3.2 centimeters<br>Package Width: 14.4 centimeters<br>Serial Scan Required: <br>Item EAN: 2724290184995<br>,حزمة سمك: 14.8 centimeters<br>وزن الحزمة: 88 grams<br>اتصال المشترك الرقمي غير المتماثل: <br>الشبكة المحلية اللاسلكية: <br>ماك التوافق: <br>العلامة التجارية: تي بي لينك<br>نوع: لاسلكي<br>واجهة الشبكة: يو اس بي<br>الرقم المميز للسلعة: 2724290184995<br>,100,2988896731,119,30,724,1,0,1,Tp-link-Tl-wn725n-150mbps-Wireless-N-Nano-Usb-Adapter,1,/images/25971/item_XXL_6987691_4821988.jpg,119
